date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:18:09	143258/143258	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2222f9a-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/fonts/MaterialIcons-Regular.eot	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/fonts/MaterialIcons-Regular.eot	(from https://doccure.dreamstechnologies.com/html/template/admin/assets/css/custom.css)
22:18:09	7789/7789	---M-Z	200	added ('OK')	text/css	etag:%221e6d-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/css/bootstrap-datetimepicker.min.css	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/css/bootstrap-datetimepicker.min.css	(from https://doccure.dreamstechnologies.com/html/template/admin/profile.html)
22:18:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b94449-4d7%22	https://doccure.dreamstechnologies.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/profile.html)
22:18:11	53324/53324	---M-Z	200	added ('OK')	text/javascript	etag:%22d04c-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/js/moment.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/js/moment.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/profile.html)
22:18:11	38511/38511	---M-Z	200	added ('OK')	text/javascript	etag:%22966f-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/js/bootstrap-datetimepicker.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/js/bootstrap-datetimepicker.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/profile.html)
22:18:12	4702/4702	---M--	200	added ('OK')	image/png	etag:%22125e-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/logo-white.png	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/logo-white.png	(from https://doccure.dreamstechnologies.com/html/template/admin/login.html)
22:18:12	5563/5563	---M-Z	200	added ('OK')	text/css	etag:%2215bb-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/plugins/datatables/datatables.min.css	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/plugins/datatables/datatables.min.css	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:13	27032/27032	---M--	200	added ('OK')	image/jpeg	etag:%226998-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-06.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-06.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:13	19516/19516	---M--	200	added ('OK')	image/jpeg	etag:%224c3c-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient6.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient6.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:14	35781/35781	---M--	200	added ('OK')	image/jpeg	etag:%228bc5-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-07.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-07.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:15	32821/32821	---M--	200	added ('OK')	image/jpeg	etag:%228035-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-08.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-08.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:16	15475/15475	---M--	200	added ('OK')	image/jpeg	etag:%223c73-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient8.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient8.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:16	52289/52289	---M--	200	added ('OK')	image/jpeg	etag:%22cc41-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient7.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient7.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:16	26229/26229	---M--	200	added ('OK')	image/jpeg	etag:%226675-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-09.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-09.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:17	16983/16983	---M--	200	added ('OK')	image/jpeg	etag:%224257-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient9.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient9.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:17	35129/35129	---M--	200	added ('OK')	image/jpeg	etag:%228939-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-10.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/doctors/doctor-thumb-10.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:18	23437/23437	---M--	200	added ('OK')	image/jpeg	etag:%225b8d-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient10.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient10.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:18	82070/82070	---M-Z	200	added ('OK')	text/javascript	etag:%2214096-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/plugins/datatables/jquery.dataTables.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/plugins/datatables/jquery.dataTables.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:19	2732/2732	---M--	200	added ('OK')	image/png	etag:%22aac-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-01.png	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-01.png	(from https://doccure.dreamstechnologies.com/html/template/admin/specialities.html)
22:18:20	2733/2733	---M--	200	added ('OK')	image/png	etag:%22aad-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-02.png	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-02.png	(from https://doccure.dreamstechnologies.com/html/template/admin/specialities.html)
22:18:20	85008/85008	---M-Z	200	added ('OK')	text/javascript	etag:%2214c10-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/plugins/datatables/datatables.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/plugins/datatables/datatables.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/appointment-list.html)
22:18:21	2151/2151	---M--	200	added ('OK')	image/png	etag:%22867-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-03.png	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-03.png	(from https://doccure.dreamstechnologies.com/html/template/admin/specialities.html)
22:18:22	2512/2512	---M--	200	added ('OK')	image/png	etag:%229d0-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-04.png	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-04.png	(from https://doccure.dreamstechnologies.com/html/template/admin/specialities.html)
22:18:22	2681/2681	---M--	200	added ('OK')	image/png	etag:%22a79-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-05.png	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/specialities/specialities-05.png	(from https://doccure.dreamstechnologies.com/html/template/admin/specialities.html)
22:18:23	21794/21794	---M--	200	added ('OK')	image/jpeg	etag:%225522-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient11.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient11.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/patient-list.html)
22:18:23	18644/18644	---M--	200	added ('OK')	image/jpeg	etag:%2248d4-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient12.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient12.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/patient-list.html)
22:18:24	45910/45910	---M--	200	added ('OK')	image/jpeg	etag:%22b356-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient13.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient13.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/patient-list.html)
22:18:26	15383/15383	---M--	200	added ('OK')	image/jpeg	etag:%223c17-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient15.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient15.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/patient-list.html)
22:18:27	18965/18965	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Nov%202023%2012:57:16%20GMT	https://doccure.dreamstechnologies.com/html/template/admin/invoice.html	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/invoice.html	(from https://doccure.dreamstechnologies.com/html/template/admin/transactions-list.html)
22:18:27	53165/53165	---M--	200	added ('OK')	image/jpeg	etag:%22cfad-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient14.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/patients/patient14.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/patient-list.html)
22:18:28	39436/39436	---M--	200	added ('OK')	image/jpeg	etag:%229a0c-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/profiles/avatar-02.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/profiles/avatar-02.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/lock-screen.html)
22:18:29	40441/40441	---M--	200	added ('OK')	image/jpeg	etag:%229df9-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/profiles/avatar-03.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/profiles/avatar-03.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/components.html)
22:18:29	30035/30035	---M--	200	added ('OK')	image/jpeg	etag:%227553-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/profiles/avatar-04.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/profiles/avatar-04.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/components.html)
22:18:30	15197/15197	---M-Z	200	added ('OK')	text/css	etag:%223b5d-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/css/select2.min.css	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/css/select2.min.css	(from https://doccure.dreamstechnologies.com/html/template/admin/form-horizontal.html)
22:18:31	95134/95134	---M--	200	added ('OK')	image/jpeg	etag:%221739e-60b4a1316a300%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/img/img-01.jpg	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/img/img-01.jpg	(from https://doccure.dreamstechnologies.com/html/template/admin/components.html)
22:18:31	66666/66666	---M-Z	200	added ('OK')	text/javascript	etag:%221046a-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/js/select2.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/js/select2.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/form-horizontal.html)
22:18:32	4330/4330	---M-Z	200	added ('OK')	text/javascript	etag:%2210ea-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/js/jquery.maskedinput.min.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/js/jquery.maskedinput.min.js	(from https://doccure.dreamstechnologies.com/html/template/admin/form-mask.html)
22:18:33	902/902	---M-Z	200	added ('OK')	text/javascript	etag:%22386-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/js/mask.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/js/mask.js	(from https://doccure.dreamstechnologies.com/html/template/admin/form-mask.html)
22:18:33	723/723	---M-Z	200	added ('OK')	text/javascript	etag:%222d3-60b4a1316a300-gzip%22	https://doccure.dreamstechnologies.com/html/template/admin/assets/js/form-validation.js	C:/My%20Web%20Sites/admin%20doctor%20bhai/doccure.dreamstechnologies.com/html/template/admin/assets/js/form-validation.js	(from https://doccure.dreamstechnologies.com/html/template/admin/form-validation.html)
